"Day","Susceptible","New Infections","Exposed","Infected","Hospitalized","Critical","Recovered","Dead","date","Cases"
22,18811350.2186626,3.86889909001715,15.0699625099094,10.7913436846008,0.069379649187863,0.00443572743970524,9.0589005415342,0.000190557749641418,2020-04-22,3.94271446664472
23,18811345.8879609,4.33070168116282,15.0949606125067,12.01380620734,0.0872106690389589,0.00647911853277873,12.1221307839351,0.000326960230859395,2020-04-23,4.42439146873456
24,18811341.2510145,4.6369464288346,16.4190611477408,12.894136038268,0.104331814937148,0.00897013347166294,15.5348311711981,0.000530474803346578,2020-04-24,4.75024837724341
25,18811336.1818959,5.06911854232095,22.7970193574447,13.9012574991245,0.119664589199038,0.0118474911764711,19.2003716422313,0.000818743564003403,2020-04-25,5.20063062269646
26,18811329.906874,6.27502197590361,28.5586072247078,16.4429037469005,0.13400648850471,0.0150173843569114,23.1542575872818,0.00120886689193262,2020-04-26,6.42404584876523
27,18811322.2809992,7.62587473470483,35.0248798870508,19.9045333154499,0.152899474476611,0.018422629097943,27.8294243748716,0.00171635240157033,2020-04-27,7.79719683827939
28,18811313.0418262,9.23917300082547,46.2569443387118,24.2246323402274,0.178357007026908,0.0222124607100049,33.4865473894348,0.00235549806303776,2020-04-28,9.43974246856238
29,18811301.3707336,11.6710925996847,53.7117671141197,30.5195786318036,0.211660615327,0.0266000985840236,40.3693907995109,0.00314437451340269,2020-04-29,11.9093533135958
30,18811287.419519,13.9512146690916,66.3167625924023,37.145918204806,0.257387216780328,0.0318290518874698,49.0373514883173,0.00410774875680021,2020-04-30,14.2404309377594
31,18811269.8908995,17.5286195032829,77.8977356217655,45.4804451810252,0.313455214474915,0.0382825462944342,59.5867780379649,0.00527920470816573,2020-05-01,17.8803572640523
32,18811248.8424387,21.0484607313774,97.6897004389535,54.7425281733559,0.38289698904061,0.0462360129999164,72.5023691371071,0.00670578615354907,2020-05-02,21.477593733418
33,18811223.0349208,25.8075178838721,107.585875312356,67.0131488329401,0.465578078284305,0.0560454123444871,88.0488603883089,0.00844639724878978,2020-05-03,26.3291413745009
34,18811193.2318183,29.8031025068746,125.650156270676,78.6053564100797,0.567543842851735,0.0680437569410157,107.079382507221,0.0105741405882778,2020-05-04,30.4386901066673
35,18811158.2183232,35.0134951754439,141.763606761455,92.0467278122628,0.681242447647061,0.0827383369452169,129.407059928954,0.0131768165364592,2020-05-05,35.7774759600362
36,18811117.854635,40.3636881956302,164.623407270451,106.25155038338,0.809605643762238,0.100325320832212,155.556988903092,0.0163627779138742,2020-05-06,41.2736191602247
37,18811070.8858004,46.9688345913775,186.556982594665,122.929223796364,0.951287287700354,0.121086876478093,185.748240889972,0.020253445630392,2020-05-07,48.0412087555559
38,18811016.3198276,54.5659727660413,203.820960280357,141.1085834712,1.11103925560197,0.145241132774358,220.682239049353,0.0249844675638907,2020-05-08,55.8222531544176
39,18810954.9889984,61.3308292078862,219.917229349907,159.026405434592,1.2890827162038,0.173167903109719,260.787287193628,0.0307042672962603,2020-05-09,62.7930798271997
40,18810887.1394074,67.8495910454911,236.933326232591,176.423783713508,1.47974032454588,0.205238007287537,305.993801048805,0.0375785834907477,2020-05-10,69.5345693773245
41,18810812.6782446,74.4611627518997,271.699252850341,193.712224450534,1.67752845224088,0.241612738683182,356.158219767769,0.0457924025595059,2020-05-11,76.3803039428238
42,18810728.9661584,83.7120862251055,302.782981040578,215.994232587047,1.87965310561746,0.282255303563994,411.252048323901,0.0555465265258417,2020-05-12,85.8739946342869
43,18810635.6089403,93.3572181029626,332.63077590258,240.791017884281,2.10132499926299,0.327029422456832,472.686733911306,0.0670528703088331,2020-05-13,95.7855725246824
44,18810532.2328523,103.376087998439,354.969499262387,267.030948772892,2.3459342728185,0.376343504782606,541.176767430884,0.0805297448699667,2020-05-14,106.09836577604
45,18810414.0891954,118.14365683443,378.693299063287,292.156248937873,2.61250691170286,0.430700283693745,617.1347115059,0.0962131206073527,2020-05-15,121.186864029827
46,18810286.1708029,127.918392534994,412.413606043429,316.881120427002,2.89129174627061,0.49053996640018,700.251153848253,0.114360326703216,2020-05-16,131.300224247665
47,18810146.9740484,139.19675448058,449.777901536626,344.176116344705,3.17654370387262,0.55593662615687,790.417077894719,0.135250732558757,2020-05-17,142.92923481061
48,18809995.4741093,151.499939099369,482.76986863988,374.34805500114,3.47398835452301,0.62680977759792,888.360865883594,0.159178281272599,2020-05-18,155.60073723149
49,18809831.9059814,163.568127936371,515.403748255494,405.325716071757,3.78911484101715,0.703276865198691,994.898585778715,0.186452062196006,2020-05-19,168.060519642587
50,18809656.1848994,175.721081999456,553.866616320408,436.776582441419,4.1189659262046,0.785611980609734,1110.26280145504,0.217397750156366,2020-05-20,180.625659906271
51,18809467.2842723,188.900627040066,589.519638539253,470.23087786887,4.46017388966887,0.873933452333311,1234.59162163901,0.252357524764686,2020-05-21,194.234734382068
52,18809265.3148978,201.969374557579,628.054830488611,504.313380951633,4.81549340122828,0.968196614902648,1368.45439239995,0.291683615154385,2020-05-22,207.75306457371
53,18809049.6985033,215.616394535233,666.22698756194,539.668080854696,5.18241047310216,1.06842494110873,1512.03273742504,0.335730750824874,2020-05-23,221.867229949444
54,18808820.2622319,229.436271365521,710.31269086227,575.827768521497,5.56129215451835,1.17453164661896,1665.68950594911,0.384854238224432,2020-05-24,236.172095166658
55,18808575.8832842,244.378947727091,753.745155282909,614.252032085856,5.95084825198461,1.28643294280831,1829.6557169469,0.439405588871523,2020-05-25,251.616228921884
56,18808316.2295418,259.653742328648,800.043138743942,654.107210182012,6.35519976576098,1.40399315931856,2004.57406065894,0.499730918003385,2020-05-26,267.412935253727
57,18808040.5382313,275.69131049382,847.150695082338,695.803189812831,6.77468896079835,1.52722448924002,2190.85267698169,0.566168594896049,2020-05-27,283.993223943859
58,18807748.2862102,292.252021090714,898.359660193197,739.045334218789,7.21100248802248,1.65615074028281,2389.01546527142,0.639052100793802,2020-05-28,301.119174319019
59,18807427.3919619,320.894248383801,962.579719693696,784.563713114139,7.66439157714075,1.79085573516847,2599.50352220938,0.71871106678105,2020-05-29,330.34949569611
60,18807085.3037391,342.088222810215,1030.64516517355,835.425429330588,8.13756069886736,1.93142852896098,2822.96407877366,0.805473700900096,2020-05-30,352.157212038043
61,18806720.2681119,365.035627178261,1103.2107448649,891.202496770068,8.64175554386478,2.07805105901377,3060.91204700637,0.899668140567355,2020-05-31,375.75543378114
62,18806330.4620409,389.806071008686,1178.81374559698,951.776282000592,9.18434552150138,2.23142055724047,3314.74341476176,1.00162595539858,2020-06-01,401.221837087427
63,18805914.316436,416.145604909898,1258.15542285665,1016.64412880729,9.77066162649849,2.39248211573483,3585.82203497615,1.11170892104994,2020-06-02,428.308748652131
64,18805470.2363129,444.080123017076,1343.76256755521,1085.64735574754,10.4030690532159,2.56229875269516,3875.3709503607,1.23032085108899,2020-06-03,457.045490822987
65,18804996.2178639,474.018449063171,1433.84885407582,1159.3945591949,11.0827315805027,2.74192695239773,4184.56902671731,1.35791286268591,2020-06-04,487.843107596072
66,18804472.9912294,523.226634456786,1547.40438695841,1237.81007209644,11.8124899073661,2.93237152662881,4514.76734060713,1.49498474442044,2020-06-05,537.971495890781
